GeneID	GOTerms_num	GO_Anno	KEGG_entry	KEGG_url	KOG_class	KOG_class_annotation	NR_ID	E_value	Identity	Score	Annotation	NT_ID	E_value	Identity	Score	Annotation	Swissprot_ID	E_value	Identity	Score	Annotation	category
HJ_1-10k_transcript/245956	7	GO:0000506: glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex (cellular_component); GO:0005789: endoplasmic reticulum membrane (cellular_component); GO:0006506: GPI anchor biosynthetic process (biological_process); GO:0009846: pollen germination (biological_process); GO:0009860: pollen tube growth (biological_process); GO:0016021: integral component of membrane (cellular_component); GO:0017176: phosphatidylinositol N-acetylglucosaminyltransferase activity (molecular_function);	"K03859|PIGC, GPI2"	http://www.genome.jp/dbget-bin/www_bget?ko:K03859	--	--	XP_020263188.1	1.20E-139	262/327(80.12)	502	phosphatidylinositol N-acetylglucosaminyltransferase subunit C isoform X1 [Asparagus officinalis]	XM_020407601.1	0	856/1052(81.37)	8.46E+02	"PREDICTED: Asparagus officinalis phosphatidylinositol N-acetylglucosaminyltransferase subunit C (LOC109839170), transcript variant X3, mRNA"	sp|Q54M40|PIGC_DICDI	7.70E-37	106/285(37.19)	156	Putative phosphatidylinositol N-acetylglucosaminyltransferase subunit C OS=Dictyostelium discoideum GN=pigC PE=3 SV=1	GPI
HJ_1-10k_transcript/116559	--	--	K05288|PIGO	http://www.genome.jp/dbget-bin/www_bget?ko:K05288	--	--	KAF0912500.1	7.80E-06	25/27(92.59)	58	hypothetical protein E2562_014087 [Oryza meyeriana var. granulata]	XM_020719490.1	4.00E-18	72/80(90.00)	1.04E+02	"PREDICTED: Phalaenopsis equestris GPI ethanolamine phosphate transferase 3 (LOC110021136), transcript variant X2, mRNA"	--	--	--	--	--	GPI
HJ_1-10k_transcript/70510	--	--	"K03860|PIGQ, GPI1"	http://www.genome.jp/dbget-bin/www_bget?ko:K03860	--	--	XP_020272583.1	3.00E-89	221/494(44.74)	3.36E+02	uncharacterized protein LOC109847759 isoform X4 [Asparagus officinalis]	--	--	--	--	--	--	--	--	--	--	GPI
HJ_1-10k_transcript/21446	--	--	"K05310|PIGG, GPI7"	http://www.genome.jp/dbget-bin/www_bget?ko:K05310	--	--	XP_020255888.1	2.90E-273	507/779(65.08)	948	GPI ethanolamine phosphate transferase 2 isoform X1 [Asparagus officinalis]	XM_020400299.1	0	1435/1770(81.07)	1391	"PREDICTED: Asparagus officinalis GPI ethanolamine phosphate transferase 2 (LOC109832848), transcript variant X1, mRNA"	sp|Q5H8A4|PIGG_HUMAN	4.10E-37	210/804(26.12)	158	GPI ethanolamine phosphate transferase 2 OS=Homo sapiens GN=PIGG PE=1 SV=1	GPI
HJ_1-10k_transcript/315691	2	GO:0016255: attachment of GPI anchor to protein (biological_process); GO:0042765: GPI-anchor transamidase complex (cellular_component);	K05292|PIGT	http://www.genome.jp/dbget-bin/www_bget?ko:K05292	--	--	XP_038989746.1	1.40E-38	90/131(68.70)	166	GPI transamidase component PIG-T isoform X1 [Phoenix dactylifera] 	XM_020389572.1	9.00E-164	489/574(85.19)	5.86E+02	"PREDICTED: Asparagus officinalis GPI transamidase component PIG-T (LOC109823287), mRNA"	sp|O94380|GPI16_SCHPO	1.00E-08	39/90(43.33)	62	GPI transamidase component PIG-T homolog OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=gpi16 PE=3 SV=1	GPI
HJ_1-10k_transcript/113619	4	GO:0000030: mannosyltransferase activity (molecular_function); GO:0005789: endoplasmic reticulum membrane (cellular_component); GO:0006506: GPI anchor biosynthetic process (biological_process); GO:0031501: mannosyltransferase complex (cellular_component);	K07542|PIGV	http://www.genome.jp/dbget-bin/www_bget?ko:K07542	--	--	XP_020256886.1	3.00E-138	258/334(77.25)	4.98E+02	GPI mannosyltransferase 2 isoform X1 [Asparagus officinalis] 	XM_020401297.1	0	762/878(86.79)	9.79E+02	"PREDICTED: Asparagus officinalis GPI mannosyltransferase 2 (LOC109833579), transcript variant X1, mRNA"	sp|Q290J8|PIGV_DROPS	2.30E-17	92/347(26.51)	92	GPI mannosyltransferase 2 OS=Drosophila pseudoobscura pseudoobscura GN=GA19757 PE=3 SV=1	GPI
HJ_1-10k_transcript/126192	1	GO:0006506: GPI anchor biosynthetic process (biological_process);	"K03857|PIGA, GPI3"	http://www.genome.jp/dbget-bin/www_bget?ko:K03857	--	--	ONK59827.1	1.70E-159	280/294(95.24)	569	uncharacterized protein A4U43_C08F11230 [Asparagus officinalis]	XM_020386043.1	0	771/871(88.52)	1.05E+03	"PREDICTED: Asparagus officinalis phosphatidylinositol N-acetylglucosaminyltransferase subunit A (LOC109820009), transcript variant X2, mRNA"	sp|Q64323|PIGA_MOUSE	3.50E-97	169/287(58.89)	357	N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein OS=Mus musculus GN=Piga PE=2 SV=1	GPI
HJ_1-10k_transcript/112738	--	--	--	--	--	--	XP_020273889.1	2.60E-134	240/296(81.08)	485	uncharacterized GPI-anchored protein At1g61900-like isoform X1 [Asparagus officinalis] 	XM_020418301.1	0	712/821(86.72)	9.13E+02	"PREDICTED: Asparagus officinalis uncharacterized GPI-anchored protein At1g61900-like (LOC109848674), transcript variant X2, mRNA"	sp|Q8GUI4|UGPI6_ARATH	6.10E-87	149/290(51.38)	323	Uncharacterized GPI-anchored protein At1g61900 OS=Arabidopsis thaliana GN=At1g61900 PE=1 SV=1	GPI
HJ_1-10k_transcript/177009	1	GO:0016021: integral component of membrane (cellular_component);	--	--	--	--	XP_020246906.1	5.20E-133	225/248(90.73)	481	post-GPI attachment to proteins factor 3-like [Asparagus officinalis] 	XM_020391317.1	0	659/746(88.34)	8.96E+02	"PREDICTED: Asparagus officinalis post-GPI attachment to proteins factor 3-like (LOC109824678), mRNA"	sp|A8WFS8|PGAP3_DANRE	1.60E-32	86/240(35.83)	142	Post-GPI attachment to proteins factor 3 OS=Danio rerio GN=pgap3 PE=2 SV=1	GPI
HJ_1-10k_transcript/79999	--	--	"K03860|PIGQ, GPI1"	http://www.genome.jp/dbget-bin/www_bget?ko:K03860	--	--	XP_020272581.1	1.20E-241	465/791(58.79)	842	uncharacterized protein LOC109847759 isoform X2 [Asparagus officinalis]	XM_020416992.1	0	1081/1320(81.89)	1.10E+03	"PREDICTED: Asparagus officinalis phosphatidylinositol N-acetylglucosaminyltransferase subunit Q-like (LOC109847759), transcript variant X3, mRNA"	sp|Q9QYT7|PIGQ_MOUSE	7.30E-28	83/251(33.07)	127	Phosphatidylinositol N-acetylglucosaminyltransferase subunit Q OS=Mus musculus GN=Pigq PE=1 SV=3	GPI
HJ_1-10k_transcript/10287	--	--	"K03857|PIGA, GPI3"	http://www.genome.jp/dbget-bin/www_bget?ko:K03857	--	--	XP_020277019.1	3.20E-268	495/589(84.04)	931	OBERON-like protein [Asparagus officinalis] 	XM_020421431.1	0	1473/1730(85.14)	1.76E+03	"PREDICTED: Asparagus officinalis OBERON-like protein (LOC109851349), transcript variant X2, mRNA"	sp|Q84N38|PVIP_NICBE	6.80E-182	353/575(61.39)	639	OBERON-like protein OS=Nicotiana benthamiana GN=PVIP PE=1 SV=1	GPI
HJ_1-10k_transcript/60178	--	--	--	--	--	--	XP_020273229.1	9.00E-270	554/919(60.28)	936	probable GPI-anchored adhesin-like protein PGA55 isoform X1 [Asparagus officinalis] 	XM_020401382.1	0	1883/2361(79.75)	1.66E+03	"PREDICTED: Asparagus officinalis serine-rich adhesin for platelets-like (LOC109833640), mRNA"	--	--	--	--	--	GPI
HJ_1-10k_transcript/224453	4	GO:0005789: endoplasmic reticulum membrane (cellular_component); GO:0006506: GPI anchor biosynthetic process (biological_process); GO:0016021: integral component of membrane (cellular_component); GO:0051377: mannose-ethanolamine phosphotransferase activity (molecular_function);	K05285|PIGN	http://www.genome.jp/dbget-bin/www_bget?ko:K05285	--	--	PKU61868.1	1.60E-47	91/99(91.92)	196	"phosphatidylinositol glycan, class N [Dendrobium catenatum]"	LR899427.1	4.00E-56	249/311(80.06)	230	"Corylus avellana genome assembly, chromosome: ca5"	sp|Q2U0S9|MCD4_ASPOR	5.40E-23	51/100(51.00)	110	GPI ethanolamine phosphate transferase 1 OS=Aspergillus oryzae (strain ATCC 42149 / RIB 40) GN=mcd4 PE=3 SV=1	GPI
HJ_1-10k_transcript/134005	--	--	K05288|PIGO	http://www.genome.jp/dbget-bin/www_bget?ko:K05288	--	--	XP_015868484.1	1.50E-14	39/45(86.67)	8.70E+01	GPI ethanolamine phosphate transferase 3 isoform X1 [Ziziphus jujuba]	MH681002.1	1.00E-32	112/127(88.19)	1.52E+02	Phoenix dactylifera clone dpB2Y sex-determination region sequence	--	--	--	--	--	GPI
HJ_1-10k_transcript/9609	--	--	--	--	--	--	XP_020273231.1	0.00E+00	843/1367(61.67)	1.39E+03	probable GPI-anchored adhesin-like protein PGA55 isoform X3 [Asparagus officinalis]	XM_020401382.1	0	2862/3655(78.30)	2254	"PREDICTED: Asparagus officinalis serine-rich adhesin for platelets-like (LOC109833640), mRNA"	--	--	--	--	--	GPI
HJ_1-10k_transcript/224893	--	--	K05284|PIGM	http://www.genome.jp/dbget-bin/www_bget?ko:K05284	[G]	Carbohydrate transport and metabolism 	XP_020269846.1	3.00E-94	186/275(67.64)	352	GPI mannosyltransferase 1 [Asparagus officinalis] 	XM_020414257.1	0	1065/1267(84.06)	1210	"PREDICTED: Asparagus officinalis GPI mannosyltransferase 1 (LOC109845072), mRNA"	sp|Q500W7|PIGM_ARATH	3.90E-66	138/275(50.18)	253	GPI mannosyltransferase 1 OS=Arabidopsis thaliana GN=PIGM PE=2 SV=1	GPI
HJ_1-10k_transcript/10593	--	--	"K03860|PIGQ, GPI1"	http://www.genome.jp/dbget-bin/www_bget?ko:K03860	--	--	XP_020272580.1	2.10E-166	301/450(66.89)	593	uncharacterized protein LOC109847759 isoform X1 [Asparagus officinalis]	XM_020407364.1	0	1177/1472(79.96)	1.07E+03	"PREDICTED: Asparagus officinalis N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein gpi1-like (LOC109838930), transcript variant X8, mRNA"	sp|O14357|GPI1_SCHPO	6.90E-17	67/220(30.45)	91	N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein gpi1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=gpi1 PE=2 SV=1	GPI
HJ_1-10k_transcript/307621	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	sp|Q4WMA6|CFMB_ASPFU	6.50E-18	45/82(54.88)	92	GPI-anchored CFEM domain protein B OS=Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) GN=cfmB PE=3 SV=1	GPI
HJ_1-10k_transcript/10660	--	--	--	--	--	--	XP_020273229.1	0.00E+00	816/1362(59.91)	1370	probable GPI-anchored adhesin-like protein PGA55 isoform X1 [Asparagus officinalis] 	XM_020401382.1	0	2608/3306(78.89)	2.15E+03	"PREDICTED: Asparagus officinalis serine-rich adhesin for platelets-like (LOC109833640), mRNA"	--	--	--	--	--	GPI
HJ_1-10k_transcript/216656	--	--	K05291|PIGS	http://www.genome.jp/dbget-bin/www_bget?ko:K05291	--	--	XP_020260955.1	3.10E-110	228/325(70.15)	405	GPI transamidase component PIG-S isoform X1 [Asparagus officinalis] 	XM_020405369.1	1.00E-170	766/970(78.97)	610	"PREDICTED: Asparagus officinalis GPI transamidase component PIG-S (LOC109837218), transcript variant X3, mRNA"	--	--	--	--	--	GPI
HJ_1-10k_transcript/89375	3	GO:0004347: glucose-6-phosphate isomerase activity (molecular_function); GO:0006094: gluconeogenesis (biological_process); GO:0006096: glycolytic process (biological_process);	"K01810|GPI, pgi"	http://www.genome.jp/dbget-bin/www_bget?ko:K01810	--	--	XP_008811018.2	2.20E-304	528/624(84.62)	1.05E+03	"glucose-6-phosphate isomerase 1, chloroplastic [Phoenix dactylifera]"	XM_020400270.1	0	1458/1636(89.12)	2034	"PREDICTED: Asparagus officinalis glucose-6-phosphate isomerase 1, chloroplastic (LOC109832829), mRNA"	sp|Q8H103|G6PIP_ARATH	1.80E-286	486/615(79.02)	986	"Glucose-6-phosphate isomerase 1, chloroplastic OS=Arabidopsis thaliana GN=PGI1 PE=1 SV=1"	GPI
HJ_1-10k_transcript/124718	1	GO:0016021: integral component of membrane (cellular_component);	--	--	--	--	XP_020246906.1	1.60E-181	294/327(89.91)	642	post-GPI attachment to proteins factor 3-like [Asparagus officinalis] 	XM_020391317.1	0	867/982(88.29)	1.18E+03	"PREDICTED: Asparagus officinalis post-GPI attachment to proteins factor 3-like (LOC109824678), mRNA"	sp|A8WFS8|PGAP3_DANRE	5.40E-48	114/320(35.62)	194	Post-GPI attachment to proteins factor 3 OS=Danio rerio GN=pgap3 PE=2 SV=1	GPI
HJ_1-10k_transcript/31543	5	GO:0005789: endoplasmic reticulum membrane (cellular_component); GO:0006506: GPI anchor biosynthetic process (biological_process); GO:0008484: sulfuric ester hydrolase activity (molecular_function); GO:0016021: integral component of membrane (cellular_component); GO:0016740: transferase activity (molecular_function);	K05285|PIGN	http://www.genome.jp/dbget-bin/www_bget?ko:K05285	--	--	PKU61868.1	8.50E-62	107/119(89.92)	245	"phosphatidylinositol glycan, class N [Dendrobium catenatum]"	XM_010915189.3	3.00E-125	425/512(83.01)	4.60E+02	"PREDICTED: Elaeis guineensis GPI ethanolamine phosphate transferase 1 (LOC105039157), mRNA"	sp|Q9R1S3|PIGN_MOUSE	7.00E-36	75/131(57.25)	154	GPI ethanolamine phosphate transferase 1 OS=Mus musculus GN=Pign PE=2 SV=2	GPI
HJ_1-10k_transcript/114607	--	--	"K01810|GPI, pgi"	http://www.genome.jp/dbget-bin/www_bget?ko:K01810	--	--	XP_020255859.1	1.90E-52	124/248(50.00)	2.13E+02	"glucose-6-phosphate isomerase 1, chloroplastic [Asparagus officinalis]"	XM_020400270.1	4.00E-92	276/319(86.52)	3.50E+02	"PREDICTED: Asparagus officinalis glucose-6-phosphate isomerase 1, chloroplastic (LOC109832829), mRNA"	sp|Q8H103|G6PIP_ARATH	2.70E-42	94/178(52.81)	175	"Glucose-6-phosphate isomerase 1, chloroplastic OS=Arabidopsis thaliana GN=PGI1 PE=1 SV=1"	GPI
HJ_1-10k_transcript/183528	2	GO:0006506: GPI anchor biosynthetic process (biological_process); GO:0016021: integral component of membrane (cellular_component);	K05293|PIGU	http://www.genome.jp/dbget-bin/www_bget?ko:K05293	--	--	XP_020248401.1	1.70E-213	380/458(82.97)	7.48E+02	phosphatidylinositol glycan anchor biosynthesis class U protein-like isoform X1 [Asparagus officinalis]	XM_020392812.1	0	1179/1368(86.18)	1.47E+03	"PREDICTED: Asparagus officinalis phosphatidylinositol glycan anchor biosynthesis class U protein-like (LOC109825899), transcript variant X1, mRNA"	sp|Q9H490|PIGU_HUMAN	5.30E-46	147/452(32.52)	187	Phosphatidylinositol glycan anchor biosynthesis class U protein OS=Homo sapiens GN=PIGU PE=1 SV=3	GPI
HJ_1-10k_transcript/26260	--	--	"K05310|PIGG, GPI7"	http://www.genome.jp/dbget-bin/www_bget?ko:K05310	--	--	XP_020255888.1	5.60E-205	388/618(62.78)	721	GPI ethanolamine phosphate transferase 2 isoform X1 [Asparagus officinalis]	XM_020400299.1	0	1435/1770(81.07)	1.39E+03	"PREDICTED: Asparagus officinalis GPI ethanolamine phosphate transferase 2 (LOC109832848), transcript variant X1, mRNA"	sp|Q5H8A4|PIGG_HUMAN	7.40E-36	86/228(37.72)	154	GPI ethanolamine phosphate transferase 2 OS=Homo sapiens GN=PIGG PE=1 SV=1	GPI
HJ_1-10k_transcript/158566	2	GO:0016021: integral component of membrane (cellular_component); GO:0016787: hydrolase activity (molecular_function);	--	--	--	--	XP_038979871.1	1.50E-37	74/94(78.72)	164	uncharacterized threonine-rich GPI-anchored glycoprotein PJ4664.02-like [Phoenix dactylifera]	HG996475.1	2.00E-44	169/202(83.66)	1.91E+02	"Musa acuminata subsp. malaccensis strain Doubled-haploid Pahang (DH-Pahang) genome assembly, chromosome: A11"	sp|O65399|E131_ARATH	4.90E-21	50/92(54.35)	104	"Glucan endo-1,3-beta-glucosidase 1 OS=Arabidopsis thaliana GN=At1g11820 PE=1 SV=3"	GPI
HJ_1-10k_transcript/254727	--	--	--	--	--	--	XP_010904780.1	2.20E-88	185/295(62.71)	3.32E+02	uncharacterized GPI-anchored protein At4g28100 [Elaeis guineensis]	XM_010925740.3	6.00E-54	423/563(75.13)	2.22E+02	"PREDICTED: Elaeis guineensis uncharacterized GPI-anchored protein At4g28100 (LOC105046980), mRNA"	sp|Q9SUC9|UGPI7_ARATH	1.80E-78	168/277(60.65)	294	Uncharacterized GPI-anchored protein At4g28100 OS=Arabidopsis thaliana GN=At4g28100 PE=1 SV=1	GPI
HJ_1-10k_transcript/273063	--	--	"K05310|PIGG, GPI7"	http://www.genome.jp/dbget-bin/www_bget?ko:K05310	--	--	XP_020255888.1	4.30E-109	200/240(83.33)	4.01E+02	GPI ethanolamine phosphate transferase 2 isoform X1 [Asparagus officinalis]	XM_026532931.1	2.00E-87	393/497(79.07)	3.33E+02	"PREDICTED: Papaver somniferum GPI ethanolamine phosphate transferase 2-like (LOC113283602), transcript variant X4, mRNA"	sp|Q5H8A4|PIGG_HUMAN	3.20E-36	86/228(37.72)	154	GPI ethanolamine phosphate transferase 2 OS=Homo sapiens GN=PIGG PE=1 SV=1	GPI
HJ_1-10k_transcript/177732	--	--	K05284|PIGM	http://www.genome.jp/dbget-bin/www_bget?ko:K05284	[G]	Carbohydrate transport and metabolism 	XP_020269846.1	7.90E-155	317/571(55.52)	5.53E+02	GPI mannosyltransferase 1 [Asparagus officinalis] 	XM_020414257.1	0	680/822(82.73)	7.23E+02	"PREDICTED: Asparagus officinalis GPI mannosyltransferase 1 (LOC109845072), mRNA"	sp|Q500W7|PIGM_ARATH	3.10E-115	242/563(42.98)	417	GPI mannosyltransferase 1 OS=Arabidopsis thaliana GN=PIGM PE=2 SV=1	GPI
HJ_1-10k_transcript/219668	--	--	"K03861|PIGP, GPI19, DSCR5"	http://www.genome.jp/dbget-bin/www_bget?ko:K03861	--	--	XP_020248902.1	3.90E-73	145/181(80.11)	282	phosphatidylinositol N-acetylglucosaminyltransferase subunit P-like isoform X1 [Asparagus officinalis] 	--	--	--	--	--	sp|O64792|PIGP_ARATH	1.60E-35	73/127(57.48)	152	Phosphatidylinositol N-acetylglucosaminyltransferase subunit P OS=Arabidopsis thaliana GN=At1g61280 PE=2 SV=1	GPI
HJ_1-10k_transcript/296006	--	--	--	--	--	--	XP_020252900.1	7.30E-86	158/181(87.29)	323	uncharacterized GPI-anchored protein At1g61900 [Asparagus officinalis] 	XM_010931941.3	8.00E-136	407/477(85.32)	4.94E+02	"PREDICTED: Elaeis guineensis uncharacterized GPI-anchored protein At1g61900 (LOC105051473), transcript variant X3, mRNA"	sp|Q8GUI4|UGPI6_ARATH	9.90E-39	81/158(51.27)	162	Uncharacterized GPI-anchored protein At1g61900 OS=Arabidopsis thaliana GN=At1g61900 PE=1 SV=1	GPI
HJ_1-10k_transcript/156840	--	--	K05285|PIGN	http://www.genome.jp/dbget-bin/www_bget?ko:K05285	--	--	XP_020277352.1	2.00E-29	67/80(83.75)	1.37E+02	SH3 domain-containing protein 2 [Asparagus officinalis] 	XM_020421763.1	1.00E-67	193/217(88.94)	2.68E+02	"PREDICTED: Asparagus officinalis SH3 domain-containing protein 2 (LOC109851563), mRNA"	sp|Q9R1S3|PIGN_MOUSE	6.10E-19	50/98(51.02)	97	GPI ethanolamine phosphate transferase 1 OS=Mus musculus GN=Pign PE=2 SV=2	GPI
HJ_1-10k_transcript/84301	4	GO:0004347: glucose-6-phosphate isomerase activity (molecular_function); GO:0006094: gluconeogenesis (biological_process); GO:0006096: glycolytic process (biological_process); GO:0016021: integral component of membrane (cellular_component);	"K01810|GPI, pgi"	http://www.genome.jp/dbget-bin/www_bget?ko:K01810	[G]	Carbohydrate transport and metabolism 	XP_020256261.1	4.60E-180	317/333(95.20)	6.37E+02	"glucose-6-phosphate isomerase, cytosolic [Asparagus officinalis] "	XM_020400672.1	0	1551/1742(89.04)	2.15E+03	"PREDICTED: Asparagus officinalis glucose-6-phosphate isomerase, cytosolic (LOC109833119), mRNA"	sp|Q9FXM5|G6PI_ARAHG	2.10E-160	280/331(84.59)	567	"Glucose-6-phosphate isomerase, cytosolic OS=Arabidopsis halleri subsp. gemmifera GN=PGIC PE=3 SV=2"	GPI
HJ_1-10k_transcript/118556	3	GO:0005783: endoplasmic reticulum (cellular_component); GO:0016020: membrane (cellular_component); GO:0044446: intracellular organelle part (cellular_component);	K05291|PIGS	http://www.genome.jp/dbget-bin/www_bget?ko:K05291	--	--	XP_020260955.1	5.10E-228	427/554(77.08)	797	GPI transamidase component PIG-S isoform X1 [Asparagus officinalis] 	XM_020405366.1	0	1392/1694(82.17)	1.41E+03	"PREDICTED: Asparagus officinalis GPI transamidase component PIG-S (LOC109837218), transcript variant X1, mRNA"	sp|Q3SZL5|PIGS_BOVIN	5.90E-39	149/557(26.75)	164	GPI transamidase component PIG-S OS=Bos taurus GN=PIGS PE=2 SV=3	GPI
HJ_1-10k_transcript/15569	--	--	"K03857|PIGA, GPI3"	http://www.genome.jp/dbget-bin/www_bget?ko:K03857	--	--	XP_020277019.1	1.80E-268	494/589(83.87)	932	OBERON-like protein [Asparagus officinalis] 	XM_020421431.1	0	1469/1729(84.96)	1.74E+03	"PREDICTED: Asparagus officinalis OBERON-like protein (LOC109851349), transcript variant X2, mRNA"	sp|Q84N38|PVIP_NICBE	1.70E-182	353/575(61.39)	641	OBERON-like protein OS=Nicotiana benthamiana GN=PVIP PE=1 SV=1	GPI
HJ_1-10k_transcript/162963	--	--	K05291|PIGS	http://www.genome.jp/dbget-bin/www_bget?ko:K05291	--	--	XP_020260955.1	3.00E-67	124/146(84.93)	262	GPI transamidase component PIG-S isoform X1 [Asparagus officinalis] 	XM_020405366.1	0	1130/1406(80.37)	1.02E+03	"PREDICTED: Asparagus officinalis GPI transamidase component PIG-S (LOC109837218), transcript variant X1, mRNA"	sp|Q3SZL5|PIGS_BOVIN	2.60E-14	48/149(32.21)	82	GPI transamidase component PIG-S OS=Bos taurus GN=PIGS PE=2 SV=3	GPI
HJ_1-10k_transcript/64637	2	GO:0016021: integral component of membrane (cellular_component); GO:0017176: phosphatidylinositol N-acetylglucosaminyltransferase activity (molecular_function);	"K03858|PIGH, GPI15"	http://www.genome.jp/dbget-bin/www_bget?ko:K03858	--	--	XP_020267200.1	3.60E-37	95/159(59.75)	163	uncharacterized protein LOC109842740 [Asparagus officinalis] 	XM_020411616.1	1.00E-63	198/228(86.84)	2.55E+02	"PREDICTED: Asparagus officinalis uncharacterized LOC109842740 (LOC109842740), transcript variant X6, mRNA"	--	--	--	--	--	GPI
HJ_1-10k_transcript/179635	--	--	--	--	--	--	XP_020273889.1	4.50E-206	374/446(83.86)	7.23E+02	uncharacterized GPI-anchored protein At1g61900-like isoform X1 [Asparagus officinalis] 	XM_020418300.1	0	1139/1326(85.90)	1413	"PREDICTED: Asparagus officinalis uncharacterized GPI-anchored protein At1g61900-like (LOC109848674), transcript variant X1, mRNA"	sp|Q8GUI4|UGPI6_ARATH	1.80E-126	227/420(54.05)	454	Uncharacterized GPI-anchored protein At1g61900 OS=Arabidopsis thaliana GN=At1g61900 PE=1 SV=1	GPI
